deficit	D EH F AH S AH T
deficits	D EH F IH S IH T S
define	D IH F AY N
defined	D IH F AY N D
defines	D IH F AY N Z
defining	D IH F AY N IH NG
definite	D EH F AH N AH T
definitely	D EH F AH N AH T L IY
definition	D EH F AH N IH SH AH N
definitions	D EH F AH N IH SH AH N Z
definitive	D IH F IH N IH T IH V
deformation	D IY F AO R M EY SH AH N
deft	D EH F T
degradation	D EH G R AH D EY SH AH N
degree	D IH G R IY
degrees	D IH G R IY Z
del	D EH L
delaware	D EH L AH W EH R
delay	D IH L EY
delayed	D IH L EY D
delays	D IH L EY Z
delegate	D EH L AH G EY T
delegated	D EH L AH G EY T AH D
delegates	D EH L AH G EY T S
delegation	D EH L AH G EY SH AH N
delete	D IH L IY T
deleted	D IH L IY T AH D
deleting	D IH L IY T IH NG
deletion	D IH L IY SH AH N
delhi	D EH L IY
deli	D EH L IY
deliberate	D IH L IH B ER AH T
deliberately	D IH L IH B ER AH T L IY
delicate	D EH L AH K AH T
delicious	D IH L IH SH AH S
delight	D IH L AY T
delighted	D IH L AY T AH D
delightful	D IH L AY T F AH L
delights	D IH L AY T S
deliver	D IH L IH V ER
delivered	D IH L IH V ER D
deliveries	D IH L IH V ER IY Z
delivering	D IH L IH V ER IH NG
delivers	D IH L IH V ER Z
delivery	D IH L IH V ER IY
dell	D EH L
della	D EH L AH
delle	D EH L
delphi	D EH L F AY
delta	D EH L T AH
deluxe	D AH L AH K S
demand	D IH M AE N D
demanded	D IH M AE N D AH D
demanding	D IH M AE N D IH NG
demands	D IH M AE N D Z
dementia	D IH M EH N SH IY AH
demi	D EH M IY
demo	D EH M OW
democracy	D IH M AA K R AH S IY
democrat	D EH M AH K R AE T
democratic	D EH M AH K R AE T IH K
democrats	D EH M AH K R AE T S
demographic	D EH M AH G R AE F IH K
demographics	D EH M AH G R AE F IH K S
demolition	D EH M AH L IH SH AH N
demon	D IY M AH N
demons	D IY M AH N Z
demonstrate	D EH M AH N S T R EY T
demonstrated	D EH M AH N S T R EY T IH D
demonstrates	D EH M AH N S T R EY T S
demos	D EH M OW Z
den	D EH N
denial	D IH N AY AH L
denied	D IH N AY D
denies	D IH N AY Z
denim	D EH N AH M
denis	D EH N IH S
denise	D IH N IY S
denmark	D EH N M AA R K
dennis	D EH N IH S
denny	D EH N IY
denote	D IH N OW T
denoted	D IH N OW T AH D
denotes	D IH N OW T S
dense	D EH N S
densities	D EH N S AH T IY Z
density	D EH N S AH T IY
dent	D EH N T
dental	D EH N T AH L
dentist	D EH N T AH S T
dentistry	D EH N T IH S T R IY
dentists	D EH N T AH S T S
denton	D EH N T AH N
denver	D EH N V ER
deny	D IH N AY
denying	D IH N AY IH NG
dep	D EH P
depart	D IH P AA R T
departed	D IH P AA R T IH D
departing	D IH P AA R T IH NG
department	D IH P AA R T M AH N T
departmental	D IH P AA R T M EH N AH L
departments	D IH P AA R T M AH N T S
departure	D IH P AA R CH ER
departures	D IH P AA R CH ER Z
depeche	D EH P EH SH
depend	D IH P EH N D
dependable	D IH P EH N D AH B AH L
dependence	D IH P EH N D AH N S
dependencies	D IH P EH N D AH N S IY Z
dependency	D IH P EH N D AH N S IY
dependent	D IH P EH N D AH N T
depending	D IH P EH N D IH NG
depends	D IH P EH N D Z
depicted	D IH P IH K T AH D
depletion	D IH P L IY SH AH N
deploy	D IH P L OY
deployed	D IH P L OY D
deploying	D IH P L OY IH NG
deployment	D IH P L OY M AH N T
deposit	D AH P AA Z IH T
deposited	D AH P AA Z IH T IH D
deposition	D EH P AH Z IH SH AH N
deposits	D AH P AA Z IH T S
depot	D IY P OW
deprecated	D EH P R AH K EY T AH D
depreciation	D IH P R IY SH IY EY SH AH N
depressed	D IH P R EH S T
depression	D IH P R EH SH AH N
deprivation	D EH P R AH V EY SH AH N
deprived	D IH P R AY V D
depth	D EH P TH
depths	D EH P TH S
deputy	D EH P Y AH T IY
der	D ER
derby	D ER B IY
derbyshire	D ER B IY SH ER
derek	D EH R IH K
derivative	D ER IH V AH T IH V
derivatives	D ER IH V AH T IH V Z
derive	D ER AY V
derived	D ER AY V D
dermatology	D ER M AH T AA L AH JH IY
des	D EH S
descendants	D IH S EH N D AH N T S
descending	D IH S EH N D IH NG
descent	D IH S EH N T
describe	D IH S K R AY B
described	D IH S K R AY B D
describes	D IH S K R AY B Z
describing	D IH S K R AY B IH NG
description	D IH S K R IH P SH AH N
descriptions	D IH S K R IH P SH AH N Z
descriptive	D IH S K R IH P T IH V
descriptor	D IH S K R IH P T ER
desert	D EH Z ER T
deserve	D IH Z ER V
deserved	D IH Z ER V D
deserves	D IH Z ER V Z
design	D IH Z AY N
designate	D EH Z AH G N EY T
designated	D EH Z IH G N EY T IH D
designation	D EH Z AH G N EY SH AH N
designed	D IH Z AY N D
designer	D IH Z AY N ER
designers	D IH Z AY N ER Z
designing	D IH Z AY N IH NG
designs	D IH Z AY N Z
desirable	D IH Z AY R AH B AH L
desire	D IH Z AY ER
desired	D IH Z AY ER D
desires	D IH Z AY ER Z
desk	D EH S K
deskjet	D EH S K JH EH T
desks	D EH S K S
desktop	D EH S K T AA P
desktops	D EH S K T AA P S
despair	D IH S P EH R
desperate	D EH S P R IH T
desperately	D EH S P ER AH T L IY
despite	D IH S P AY T
dessert	D IH Z ER T
desserts	D IH Z ER T S
destination	D EH S T AH N EY SH AH N
destinations	D EH S T AH N EY SH AH N Z
destined	D EH S T IH N D
destiny	D EH S T AH N IY
destroy	D IH S T R OY
destroyed	D IH S T R OY D
destroying	D IH S T R OY IH NG
destruction	D IH S T R AH K SH AH N
destructive	D IH S T R AH K T IH V
detached	D IH T AE CH T
detail	D IH T EY L
detailed	D IH T EY L D
detailing	D IH T EY L IH NG
details	D IH T EY L Z
detained	D IH T EY N D
detainees	D IH T EY N IY Z
detect	D IH T EH K T
detected	D IH T EH K T AH D
detecting	D IH T EH K T IH NG
detection	D IH T EH K SH AH N
detective	D IH T EH K T IH V
detector	D IH T EH K T ER
detectors	D IH T EH K T ER Z
detects	D IH T EH K T S
detention	D IH T EH N SH AH N
deter	D IH T ER
determinants	D IH T ER M AH N AH N T S
determine	D AH T ER M AH N
determined	D IH T ER M AH N D
determines	D AH T ER M AH N Z
determining	D IH T ER M AH N IH NG
detox	D IY T AA K S
detroit	D IH T R OY T
deutsch	D OY CH
deutsche	D OY CH
deutschland	D OY CH L AE N D
dev	D EH V
devastating	D EH V AH S T EY T IH NG
develop	D IH V EH L AH P
developed	D IH V EH L AH P T
developer	D IH V EH L AH P ER
developers	D IH V EH L AH P ER Z
developing	D IH V EH L AH P IH NG
development	D IH V EH L AH P M AH N T
developments	D IH V EH L AH P M AH N T S
develops	D IH V EH L AH P S
deviant	D IY V IY AH N T
deviation	D IY V IY EY SH AH N
deviations	D IY V IY EY SH AH N Z
device	D IH V AY S
devices	D IH V AY S AH Z
devil	D EH V AH L
devils	D EH V AH L Z
devised	D IH V AY Z D
devon	D EH V AH N
devoted	D IH V OW T IH D
devotion	D IH V OW SH AH N
dew	D UW
dewalt	D UW AH L T
dewey	D UW IY
dex	D EH K S
dexter	D EH K S T ER
dia	D IY AH
diabetes	D AY AH B IY T IY Z
diabetic	D AY AH B EH T IH K
diablo	D AY AE B L OW
diagnose	D AY AH G N OW S
diagnosed	D AY AH G N OW S T
diagnosis	D AY AH G N OW S AH S
diagnostic	D AY AH G N AA S T IH K
diagnostics	D AY AH G N AA S T IH K S
diagonal	D AY AE G AH N AH L
diagram	D AY AH G R AE M
diagrams	D AY AH G R AE M Z
dial	D AY AH L
dialing	D AY AH L IH NG
dialog	D AY AH L AO G
dialogue	D AY AH L AO G
dialysis	D AY AE L AH S AH S
diameter	D AY AE M AH T ER
diamond	D AY M AH N D
diamonds	D AY M AH N D Z
diana	D AY AE N AH
diane	D AY AE N
diaper	D AY P ER
diapers	D AY AH P ER Z
diaries	D AY ER IY Z
diarrhea	D AY ER IY AH
diary	D AY ER IY
diaz	D IY AE Z
dice	D AY S
dick	D IH K
dicke	D IH K
dickens	D IH K AH N Z
dickinson	D IH K IH N S AH N
dicks	D IH K S
dickson	D IH K S AH N
dictionaries	D IH K SH AH N EH R IY Z
dictionary	D IH K SH AH N EH R IY
did	D IH D
die	D AY
died	D AY D
diego	D IY EY G OW
dies	D AY Z
diesel	D IY S AH L
diet	D AY AH T
dietary	D AY AH T EH R IY
diets	D AY IH T S
diff	D IH F
differ	D IH F ER
difference	D IH F ER AH N S
differences	D IH F ER AH N S IH Z
different	D IH F ER AH N T
differential	D IH F ER EH N SH AH L
differently	D IH F R AH N T L IY
differing	D IH F ER IH NG
differs	D IH F ER Z
difficult	D IH F AH K AH L T
difficulties	D IH F AH K AH L T IY Z
difficulty	D IH F AH K AH L T IY
diffuse	D IH F Y UW S
diffusion	D IH F Y UW ZH AH N
dig	D IH G
digest	D AY JH EH S T
digestion	D AY JH EH S CH AH N
digestive	D AY JH EH S T IH V
digging	D IH G IH NG
diggs	D IH G Z
digit	D IH JH AH T
digital	D IH JH AH T AH L
digitally	D IH JH AH T AH L IY
digits	D IH JH AH T S
dignity	D IH G N AH T IY
dildo	D IH L D OW
dildos	D IH L D OW Z
dilemma	D IH L EH M AH
diligence	D IH L AH JH AH N S
dillon	D IH L AH N
diluted	D AY L UW T AH D
dim	D IH M
dime	D AY M
dimension	D IH M EH N SH AH N
dimensional	D IH M EH N SH AH N AH L
dimensions	D IH M EH N SH AH N Z
diminished	D IH M IH N IH SH T
din	D IH N
dinar	D IH N AA R
dine	D AY N
diner	D AY N ER
diners	D AY N ER Z
ding	D IH NG
dining	D AY N IH NG
dinner	D IH N ER
dinners	D IH N ER Z
dinnerware	D IH N ER W EH R
dino	D IY N OW
dinosaur	D AY N AH S AO R
dinosaurs	D AY N AH S AO R Z
diocese	D AY AH S IY Z
diode	D AY OW D
dion	D AY AH N
dior	D IY AO R
dioxide	D AY AA K S AY D
dip	D IH P
diploma	D IH P L OW M AA
diplomacy	D IH P L OW M AH S IY
diplomatic	D IH P L AH M AE T IH K
dire	D AY R
direct	D ER EH K T
directed	D ER EH K T AH D
directing	D ER EH K T IH NG
direction	D ER EH K SH AH N
directional	D ER EH K SH AH N AH L
directions	D ER EH K SH AH N Z
directive	D ER EH K T IH V
directives	D AY R EH K T IH V Z
directly	D ER EH K T L IY
director	D ER EH K T ER
directorate	D ER EH K T ER AH T
directories	D AY R EH K T ER IY Z
directors	D ER EH K T ER Z
directory	D ER EH K T ER IY
directs	D ER EH K T S
directv	D ER EH K T IY V IY
dirk	D ER K
dirt	D ER T
dirty	D ER T IY
dis	D IH S
disabilities	D IH S AH B IH L AH T IY Z
disability	D IH S AH B IH L IH T IY
disable	D IH S EY B AH L
disabled	D IH S EY B AH L D
disadvantage	D IH S AH D V AE N T IH JH
disagree	D IH S AH G R IY
disagreement	D IH S AH G R IY M AH N T
disappear	D IH S AH P IH R
disappeared	D IH S AH P IH R D
disappointed	D IH S AH P OY N T IH D
disaster	D IH Z AE S T ER
disasters	D IH Z AE S T ER Z
disc	D IH S K
discard	D IH S K AA R D
discarded	D IH S K AA R D IH D
discharge	D IH S CH AA R JH
discharged	D IH S CH AA R JH D
discharges	D IH S CH AA R JH AH Z
disciples	D IH S AY P AH L Z
disciplinary	D IH S AH P L AH N EH R IY
discipline	D IH S AH P L AH N
disciplines	D IH S AH P L AH N Z
disclaimer	D IH S K L EY M ER
disclaimers	D IH S K L EY M ER Z
disclaims	D IH S K L EY M Z
disclose	D IH S K L OW Z
disclosed	D IH S K L OW Z D
disclosure	D IH S K L OW ZH ER
disclosures	D IH S K L OW ZH ER Z
disco	D IH S K OW
discography	D IH S K AO G R AH F IY
discomfort	D IH S K AH M F ER T
disconnect	D IH S K AH N EH K T
disconnected	D IH S K AH N EH K T IH D
discontinued	D IH S K AH N T IH N Y UW D
discount	D IH S K AW N T
discounted	D IH S K AW N T IH D
discounts	D IH S K AW N T S
discourse	D IH S K AO R S
discover	D IH S K AH V ER
discovered	D IH S K AH V ER D
discoveries	D IH S K AH V ER IY Z
discovering	D IH S K AH V ER IH NG
discovers	D IH S K AH V ER Z
discovery	D IH S K AH V ER IY
discreet	D IH S K R IY T
discrete	D IH S K R IY T
discretion	D IH S K R EH SH AH N
discriminate	D IH S K R IH M AH N EY T
discs	D IH S K S
discuss	D IH S K AH S
discussed	D IH S K AH S T
discusses	D IH S K AH S AH Z
discussing	D IH S K AH S IH NG
discussion	D IH S K AH SH AH N
discussions	D IH S K AH SH AH N Z
disease	D IH Z IY Z
diseases	D IH Z IY Z AH Z
dish	D IH SH
dishes	D IH SH AH Z
dishwasher	D IH SH W AA SH ER
disk	D IH S K
disks	D IH S K S
dislike	D IH S L AY K
dismiss	D IH S M IH S
dismissal	D IH S M IH S AH L
dismissed	D IH S M IH S T
disney	D IH Z N IY
disneyland	D IH Z N IY L AE N D
disorder	D IH S AO R D ER
disorders	D IH S AO R D ER Z
dispatch	D IH S P AE CH
dispatched	D IH S P AE CH T
dispenser	D IH S P EH N S ER
dispensing	D IH S P EH N S IH NG
dispersed	D IH S P ER S T
dispersion	D IH S P ER ZH AH N
displaced	D IH S P L EY S T
displacement	D IH S P L EY S M AH N T
display	D IH S P L EY
displayed	D IH S P L EY D
displaying	D IH S P L EY IH NG
displays	D IH S P L EY Z
disposable	D IH S P OW Z AH B AH L
disposal	D IH S P OW Z AH L
dispose	D IH S P OW Z
disposed	D IH S P OW Z D
disposition	D IH S P AH Z IH SH AH N
dispute	D IH S P Y UW T
disputed	D IH S P Y UW T AH D
disputes	D IH S P Y UW T S
disregard	D IH S R IH G AA R D
disruption	D IH S R AH P SH AH N
dissent	D IH S EH N T
dissertation	D IH S ER T EY SH AH N
dissolution	D IH S AH L UW SH AH N
dissolved	D IH Z AA L V D
distance	D IH S T AH N S
distances	D IH S T AH N S AH Z
distant	D IH S T AH N T
distinct	D IH S T IH NG K T
distinction	D IH S T IH NG K SH AH N
distinctive	D IH S T IH NG K T IH V
distinguish	D IH S T IH NG G W IH SH
distorted	D IH S T AO R T AH D
distortion	D IH S T AO R SH AH N
distress	D IH S T R EH S
distressed	D IH S T R EH S T
distribute	D IH S T R IH B Y UW T
distributed	D IH S T R IH B Y AH T AH D
distributing	D IH S T R IH B Y UW T IH NG
distribution	D IH S T R AH B Y UW SH AH N
distributor	D IH S T R IH B Y AH T ER
distributors	D IH S T R IH B Y AH T ER Z
district	D IH S T R IH K T
districts	D IH S T R IH K T S
disturbance	D IH S T ER B AH N S
disturbances	D IH S T ER B AH N S AH Z
disturbed	D IH S T ER B D
disturbing	D IH S T ER B IH NG
ditch	D IH CH
diva	D IY V AH
dive	D AY V
diver	D AY V ER
divers	D AY V ER Z
diverse	D AY V ER S
diversified	D AY V ER S AH F AY D
diversion	D AY V ER ZH AH N
diversity	D IH V ER S IH T IY
divide	D IH V AY D
divided	D IH V AY D IH D
dividend	D IH V IH D EH N D
dividends	D IH V AH D EH N D Z
dividing	D IH V AY D IH NG
divine	D IH V AY N
diving	D AY V IH NG
division	D IH V IH ZH AH N
divisions	D IH V IH ZH AH N Z
divorce	D IH V AO R S
divorced	D IH V AO R S T
dixie	D IH K S IY
dixon	D IH K S AH N
djibouti	JH IH B UW T IY
dna	D IY EH N EY
dns	D IY EH N EH S
doc	D AA K
dock	D AA K
docket	D AA K AH T
docking	D AA K IH NG
docs	D AA K S
doctor	D AA K T ER
doctoral	D AA K T ER AH L
doctorate	D AA K T ER AH T
doctors	D AA K T ER Z
doctrine	D AA K T R AH N
document	D AA K Y AH M EH N T
documentary	D AA K Y AH M EH N T ER IY
documented	D AA K Y AH M EH N T AH D
documenting	D AA K Y AH M AH N T IH NG
documents	D AA K Y AH M AH N T S
dodge	D AA JH
dodgers	D AA JH ER Z
doe	D OW
does	D AH Z
dog	D AO G
dogs	D AA G Z
doi	D OY
doing	D UW IH NG
dolby	D OW L B IY
dolce	D OW L CH EY
doll	D AA L
dollar	D AA L ER
dollars	D AA L ER Z
dolls	D AA L Z
dolly	D AA L IY
dolphin	D AA L F AH N
dolphins	D AA L F AH N Z
dom	D AA M
domain	D OW M EY N
domains	D OW M EY N Z
dome	D OW M
domestic	D AH M EH S T IH K
dominance	D AA M AH N AH N S
dominant	D AA M AH N AH N T
dominate	D AA M AH N EY T
dominated	D AA M AH N EY T AH D
domination	D AA M AH N EY SH AH N
dominic	D AA M AH N IH K
dominica	D AH M IH N IH K AH
dominican	D AH M IH N AH K AH N
dominion	D AH M IH N Y AH N
domino	D AA M AH N OW
don	D AA N
donald	D AA N AH L D
donate	D OW N EY T
donated	D OW N EY T IH D
donation	D OW N EY SH AH N
donations	D OW N EY SH AH N Z
done	D AH N
dong	D AO NG
donkey	D AA NG K IY
donna	D AA N AH
donor	D OW N ER
donors	D OW N ER Z
donovan	D AA N AH V AH N
doo	D UW
doom	D UW M
doomed	D UW M D
door	D AO R
doors	D AO R Z
doppler	D AA P L ER
dora	D AO R AH
dorado	D AO R AA D OW
doris	D AO R AH S
dorm	D AO R M
dorothy	D AO R AH TH IY
dorset	D AO R S IH T
dos	D AO S
dosage	D OW S AH JH
dose	D OW S
doses	D OW S AH Z
dot	D AA T
dots	D AA T S
dotted	D AA T AH D
double	D AH B AH L
doubled	D AH B AH L D
doubles	D AH B AH L Z
doubt	D AW T
doubts	D AW T S
doug	D AH G
dough	D OW
doughty	D AO T IY
douglas	D AH G L AH S
dove	D AH V
dover	D OW V ER
dow	D AW
down	D AW N
downhill	D AW N HH IH L
downing	D AW N IH NG
download	D AW N L OW D
downloaded	D AW N L OW D IH D
downloading	D AW N L OW D IH NG
downloads	D AW N L OW D Z
downs	D AW N Z
downstairs	D AW N S T EH R Z
downstream	D AW N S T R IY M
downtime	D AW N T AY M
downtown	D AW N T AW N
downward	D AW N W ER D
doyle	D OY L
dozen	D AH Z AH N
dozens	D AH Z AH N Z
draft	D R AE F T
drafted	D R AE F T IH D
drafting	D R AE F T IH NG
drafts	D R AE F T S
drag	D R AE G
dragged	D R AE G D
dragging	D R AE G IH NG
dragon	D R AE G AH N
dragons	D R AE G AH N Z
drain	D R EY N
drainage	D R EY N AH JH
drained	D R EY N D
drake	D R EY K
dram	D R AE M
drama	D R AA M AH
dramas	D R AA M AH Z
dramatic	D R AH M AE T IH K
dramatically	D R AH M AE T IH K L IY
drank	D R AE NG K
draper	D R EY P ER
draw	D R AO
drawer	D R AO R
drawers	D R AO R Z
drawing	D R AO IH NG
drawings	D R AO IH NG Z
drawn	D R AO N
draws	D R AO Z
dread	D R EH D
dream	D R IY M
dreamed	D R IY M D
dreaming	D R IY M IH NG
dreams	D R IY M Z
dreamy	D R IY M IY
dresden	D R EH Z D IH N
dress	D R EH S
dressed	D R EH S T
dresser	D R EH S ER
dresses	D R EH S AH Z
dressing	D R EH S IH NG
drew	D R UW
dried	D R AY D
drift	D R IH F T
drill	D R IH L
drilled	D R IH L D
drilling	D R IH L IH NG
drills	D R IH L Z
drink	D R IH NG K
drinking	D R IH NG K IH NG
drinks	D R IH NG K S
drip	D R IH P
drive	D R AY V
driven	D R IH V AH N
driver	D R AY V ER
drivers	D R AY V ER Z
drives	D R AY V Z
driveway	D R AY V W EY
driving	D R AY V IH NG
drop	D R AA P
dropped	D R AA P T
dropping	D R AA P IH NG
drops	D R AA P S
drought	D R AW T
drove	D R OW V
drowning	D R AW N IH NG
drug	D R AH G
drugs	D R AH G Z
drum	D R AH M
drummer	D R AH M ER
drums	D R AH M Z
drunk	D R AH NG K
drunken	D R AH NG K AH N
dry	D R AY
dryer	D R AY ER
dryers	D R AY ER Z
drying	D R AY IH NG
dss	D IY EH S EH S
dual	D UW AH L
duane	D W EY N
dub	D AH B
dubai	D UW B AY
dubbed	D AH B D
dublin	D AH B L IH N
duck	D AH K
ducks	D AH K S
duct	D AH K T
dude	D UW D
dudley	D AH D L IY
due	D UW
duel	D UW AH L
dues	D UW Z
duff	D AH F
dug	D AH G
dui	D IY Y UW AY
duke	D UW K
dukes	D UW K S
dull	D AH L
duluth	D AH L UW TH
duly	D UW L IY
dumb	D AH M
dummies	D AH M IY Z
dummy	D AH M IY
dump	D AH M P
dumped	D AH M P T
dumping	D AH M P IH NG
dun	D AH N
duncan	D AH NG K AH N
dundee	D AH N D IY
dune	D UW N
dunes	D UW N Z
dungeon	D AH N JH AH N
dungeons	D AH N JH AH N Z
dunlop	D AH N L AA P
dunn	D AH N
dunno	D AH N OW
duo	D UW OW
duplex	D UW P L EH K S
duplicate	D UW P L AH K AH T
duplicated	D UW P L IH K EY T IH D
duplication	D Y UW P L AH K EY SH AH N
dupont	D UW P AA N T
durability	D ER AH B IH L IH T IY
durable	D UH R AH B AH L
durango	D ER AE NG G OW
duration	D UH R EY SH AH N
durban	D ER B AH N
durham	D ER AH M
during	D UH R IH NG
dusk	D AH S K
dust	D AH S T
dustin	D AH S T IH N
dusty	D AH S T IY
dutch	D AH CH
duties	D UW T IY Z
duty	D UW T IY
dvd	D IY V IY D IY
dvds	D IY V IY D IY Z
dwarf	D W AO R F
dwell	D W EH L
dwelling	D W EH L IH NG
dwellings	D W EH L IH NG Z
dwi	D IY D AH B AH L Y UW AY
dwight	D W AY T
dye	D AY
dyer	D AY ER
dyes	D AY Z
dying	D AY IH NG
dyke	D AY K
dylan	D IH L AH N
dynamic	D AY N AE M IH K
dynamically	D AY N AE M IH K L IY
dynamics	D AY N AE M IH K S
dynamite	D AY N AH M AY T
dynamo	D AY N AH M OW
dynasty	D AY N AH S T IY
dysfunction	D IH S F AH NG K SH AH N
dyson	D AY S AH N
each	IY CH
eager	IY G ER
eagle	IY G AH L
eagles	IY G AH L Z
ear	IY R
earl	ER L
earlier	ER L IY ER
earliest	ER L IY AH S T
early	ER L IY
earn	ER N
earned	ER N D
earnest	ER N IH S T
earning	ER N IH NG
earnings	ER N IH NG Z
earns	ER N Z
earring	IH R IH NG
earrings	IH R IH NG Z
ears	IH R Z
earth	ER TH
earthquake	ER TH K W EY K
earthquakes	ER TH K W EY K S
ease	IY Z
easier	IY Z IY ER
easiest	IY Z IY AH S T
easily	IY Z AH L IY
east	IY S T
easter	IY S T ER
eastern	IY S T ER N
eastman	IY S T M AH N
easton	IY S T AH N
easy	IY Z IY
eat	IY T
eaten	IY T AH N
eater	IY T ER
eating	IY T IH NG
eaton	IY T AH N
eats	IY T S
eau	OW
ebay	IY B EY
ebony	EH B AH N IY
echo	EH K OW
echoes	EH K OW Z
eclectic	IH K L EH K T IH K
eclipse	IH K L IH P S
eco	IY K OW
ecological	IY K AH L AA JH IH K AH L
ecology	IH K AA L AH JH IY
econ	IY K AA N
economic	EH K AH N AA M IH K
economical	EH K AH N AA M IH K AH L
economically	EH K AH N AA M IH K L IY
economics	EH K AH N AA M IH K S
economies	IH K AA N AH M IY Z
economist	IH K AA N AH M IH S T
economists	IH K AA N AH M IH S T S
economy	IH K AA N AH M IY
ecosystem	IY K OW S IH S T AH M
ecosystems	IY K OW S IH S T AH M Z
ecstasy	EH K S T AH S IY
ecuador	EH K W AH D AO R
eddie	EH D IY
eddy	EH D IY
eden	IY D AH N
edgar	EH D G ER
edge	EH JH
edges	EH JH AH Z
edi	IY D IY
edible	EH D AH B AH L
edinburgh	EH D AH N B ER OW
edison	EH D IH S AH N
edit	EH D AH T
edited	EH D AH T AH D
edith	IY D IH TH
editing	EH D AH T IH NG
edition	AH D IH SH AH N
editions	IH D IH SH AH N Z
editor	EH D AH T ER
editorial	EH D AH T AO R IY AH L
editorials	EH D AH T AO R IY AH L Z
editors	EH D IH T ER Z
edits	EH D IH T S
edmonton	EH D M AH N T AH N
edmund	EH D M AH N D
edu	EH D Y UW
educate	EH JH AH K EY T
educated	EH JH AH K EY T IH D
educating	EH JH AH K EY T IH NG
education	EH JH AH K EY SH AH N
educational	EH JH AH K EY SH AH N AH L
educator	EH JH AH K EY T ER
educators	EH JH AH K EY T ER Z
edward	EH D W ER D
edwards	EH D W ER D Z
edwin	EH D W AH N
effect	IH F EH K T
effected	IH F EH K T IH D
effective	IH F EH K T IH V
effectively	IH F EH K T IH V L IY
effects	IH F EH K T S
efficacy	EH F IH K AE S IY
efficiencies	IH F IH SH AH N S IY Z
efficiency	IH F IH SH AH N S IY
efficient	IH F IH SH AH N T
efficiently	IH F IH SH AH N T L IY
effluent	EH F L UW AH N T
effort	EH F ER T
efforts	EH F ER T S
egg	EH G
eggs	EH G Z
ego	IY G OW
egress	IH G R EH S
egypt	IY JH AH P T
egyptian	IH JH IH P SH AH N
eight	EY T
eighteen	EY T IY N
eighth	EY T TH
eighty	EY T IY
eileen	AY L IY N
ein	AY N
einstein	AY N S T AY N
eis	AY Z
either	IY DH ER
ejaculation	IY JH AE K Y UW L EY SH AH N
elaborate	IH L AE B R AH T
elaine	IH L EY N
elan	IY L AH N
elapsed	IH L AE P S T
elastic	IH L AE S T IH K
elbow	EH L B OW
elder	EH L D ER
elderly	EH L D ER L IY
elders	EH L D ER Z
eleanor	EH L AH N AO R
elect	IH L EH K T
elected	IH L EH K T AH D
election	IH L EH K SH AH N
elections	IH L EH K SH AH N Z
elective	IH L EH K T IH V
electives	IH L EH K T IH V Z
electoral	IH L EH K T ER AH L
electra	IH L EH K T R AH
electric	IH L EH K T R IH K
electrical	IH L EH K T R IH K AH L
electricity	IH L EH K T R IH S AH T IY
electro	IH L EH K T R OW
electrode	IH L EH K T R OW D
electrodes	IH L EH K T R OW D Z
electron	IH L EH K T R AA N
electronic	IH L EH K T R AA N IH K
electronics	IH L EH K T R AA N IH K S
electrons	IH L EH K T R AA N Z
elegance	EH L AH G AH N S
elegant	EH L AH G AH N T
element	EH L AH M AH N T
elemental	EH L AH M EH N T AH L
elementary	EH L AH M EH N T R IY
elements	EH L AH M AH N T S
elena	EH L AH N AA
elephant	EH L AH F AH N T
elephants	EH L AH F AH N T S
elevate	EH L AH V EY T
elevated	EH L AH V EY T IH D
elevation	EH L AH V EY SH AH N
elevator	EH L AH V EY T ER
eleven	IH L EH V AH N
elf	EH L F
elgin	EH L JH IH N
eli	IY L AY
eligibility	EH L IH JH AH B IH L IH T IY
eligible	EH L AH JH AH B AH L
elijah	EH L AY JH AH
eliminate	IH L IH M AH N EY T
eliminated	IH L IH M AH N EY T IH D
eliminates	IH L IH M AH N EY T S
eliminating	IH L IH M AH N EY T IH NG
elimination	IH L IH M AH N EY SH AH N
eliot	EH L IY AH T
elisa	AH L IY S AH
elisabeth	IH L IH Z AH B IH TH
elite	IH L IY T
eliza	IH L AY Z AH
elizabeth	IH L IH Z AH B AH TH
elk	EH L K
ella	EH L AH
elle	EH L
ellen	EH L AH N
elliot	EH L IY AH T
elliott	EH L IY AH T
ellis	EH L IH S
elm	EH L M
else	EH L S
elsevier	EH L S EH V Y ER
elsewhere	EH L S W EH R
elton	EH L T AH N
elvis	EH L V IH S
emacs	IY M AE K S
email	IY M EY L
emailed	IY M EY L D
emails	IY M EY L Z
embarrassing	IH M B EH R AH S IH NG
embassy	EH M B AH S IY
embedded	EH M B EH D IH D
ember	EH M B ER
emblem	EH M B L AH M
embodiment	EH M B AA D IY M AH N T
embrace	EH M B R EY S
embraced	EH M B R EY S T
embroidered	EH M B R OY D ER D
embroidery	EH M B R OY D ER IY
embryo	EH M B R IY OW
embryonic	EH M B R IY AA N IH K
embryos	EH M B R IY OW Z
emerald	EH M R AH L D
emerge	IH M ER JH
emerged	IH M ER JH D
emergence	IH M ER JH AH N S
emergencies	IH M ER JH AH N S IY Z
emergency	IH M ER JH AH N S IY
emerges	IH M ER JH IH Z
emerging	IH M ER JH IH NG
emeritus	IH M EH R AH T AH S
emerson	EH M ER S AH N
emily	EH M IH L IY
eminem	EH M AH N AH M
eminent	EH M AH N AH N T
emirates	EH M ER AH T S
emission	IH M IH SH AH N
emissions	IH M IH SH AH N Z
emma	EH M AH
